type	file_id	md5sum	file_status	file_description	file_format	file_type	file_name	file_location	study_subject.study_subject_id	file_size
file	file_id_157	156	uploaded	Gene expression data	tsv	text	GeneExp_file_id_157.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_157.txt	study_subject_id_195	460177
file	file_id_158	157	uploaded	Gene expression data	tsv	text	GeneExp_file_id_158.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_158.txt	study_subject_id_196	460067
file	file_id_159	158	uploaded	Gene expression data	tsv	text	GeneExp_file_id_159.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_159.txt	study_subject_id_197	460020
file	file_id_160	159	uploaded	Gene expression data	tsv	text	GeneExp_file_id_160.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_160.txt	study_subject_id_198	460093
file	file_id_161	160	uploaded	Gene expression data	tsv	text	GeneExp_file_id_161.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_161.txt	study_subject_id_199	459851
file	file_id_162	161	uploaded	Gene expression data	tsv	text	GeneExp_file_id_162.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_162.txt	study_subject_id_200	459953
file	file_id_163	162	uploaded	Gene expression data	tsv	text	GeneExp_file_id_163.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_163.txt	study_subject_id_201	460019
file	file_id_164	163	uploaded	Gene expression data	tsv	text	GeneExp_file_id_164.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_164.txt	study_subject_id_202	459985
file	file_id_165	164	uploaded	Gene expression data	tsv	text	GeneExp_file_id_165.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_165.txt	study_subject_id_203	460213
file	file_id_166	165	uploaded	Gene expression data	tsv	text	GeneExp_file_id_166.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_166.txt	study_subject_id_206	460010
file	file_id_167	166	uploaded	Gene expression data	tsv	text	GeneExp_file_id_167.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_167.txt	study_subject_id_207	460062
file	file_id_168	167	uploaded	Gene expression data	tsv	text	GeneExp_file_id_168.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_168.txt	study_subject_id_208	460040
file	file_id_169	168	uploaded	Gene expression data	tsv	text	GeneExp_file_id_169.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_169.txt	study_subject_id_209	459952
file	file_id_170	169	uploaded	Gene expression data	tsv	text	GeneExp_file_id_170.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_170.txt	study_subject_id_210	459888
file	file_id_171	170	uploaded	Gene expression data	tsv	text	GeneExp_file_id_171.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_171.txt	study_subject_id_211	459950
file	file_id_172	171	uploaded	Gene expression data	tsv	text	GeneExp_file_id_172.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_172.txt	study_subject_id_212	460039
file	file_id_173	172	uploaded	Gene expression data	tsv	text	GeneExp_file_id_173.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_173.txt	study_subject_id_213	460142
file	file_id_174	173	uploaded	Gene expression data	tsv	text	GeneExp_file_id_174.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_174.txt	study_subject_id_214	459996
file	file_id_175	174	uploaded	Gene expression data	tsv	text	GeneExp_file_id_175.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_175.txt	study_subject_id_215	459882
file	file_id_176	175	uploaded	Gene expression data	tsv	text	GeneExp_file_id_176.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_176.txt	study_subject_id_216	460018
file	file_id_177	176	uploaded	Gene expression data	tsv	text	GeneExp_file_id_177.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_177.txt	study_subject_id_217	459970
file	file_id_178	177	uploaded	Gene expression data	tsv	text	GeneExp_file_id_178.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_178.txt	study_subject_id_221	460029
file	file_id_179	178	uploaded	Gene expression data	tsv	text	GeneExp_file_id_179.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_179.txt	study_subject_id_222	459935
file	file_id_180	179	uploaded	Gene expression data	tsv	text	GeneExp_file_id_180.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_180.txt	study_subject_id_223	460119
file	file_id_181	180	uploaded	Gene expression data	tsv	text	GeneExp_file_id_181.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_181.txt	study_subject_id_225	460011
file	file_id_182	181	uploaded	Gene expression data	tsv	text	GeneExp_file_id_182.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_182.txt	study_subject_id_226	460122
file	file_id_183	182	uploaded	Gene expression data	tsv	text	GeneExp_file_id_183.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_183.txt	study_subject_id_227	459916
file	file_id_184	183	uploaded	Gene expression data	tsv	text	GeneExp_file_id_184.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_184.txt	study_subject_id_229	460076
file	file_id_185	184	uploaded	Gene expression data	tsv	text	GeneExp_file_id_185.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_185.txt	study_subject_id_230	460000
file	file_id_186	185	uploaded	Gene expression data	tsv	text	GeneExp_file_id_186.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_186.txt	study_subject_id_232	459908
file	file_id_187	186	uploaded	Gene expression data	tsv	text	GeneExp_file_id_187.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_187.txt	study_subject_id_233	460152
file	file_id_188	187	uploaded	Gene expression data	tsv	text	GeneExp_file_id_188.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_188.txt	study_subject_id_234	460071
file	file_id_189	188	uploaded	Gene expression data	tsv	text	GeneExp_file_id_189.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_189.txt	study_subject_id_235	459969
file	file_id_190	189	uploaded	Gene expression data	tsv	text	GeneExp_file_id_190.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_190.txt	study_subject_id_236	459889
file	file_id_191	190	uploaded	Gene expression data	tsv	text	GeneExp_file_id_191.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_191.txt	study_subject_id_237	459981
file	file_id_192	191	uploaded	Gene expression data	tsv	text	GeneExp_file_id_192.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_192.txt	study_subject_id_238	460147
file	file_id_193	192	uploaded	Gene expression data	tsv	text	GeneExp_file_id_193.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_193.txt	study_subject_id_239	459906
file	file_id_194	193	uploaded	Gene expression data	tsv	text	GeneExp_file_id_194.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_194.txt	study_subject_id_240	460101
file	file_id_195	194	uploaded	Gene expression data	tsv	text	GeneExp_file_id_195.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_195.txt	study_subject_id_241	460152
file	file_id_196	195	uploaded	Gene expression data	tsv	text	GeneExp_file_id_196.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_196.txt	study_subject_id_242	460092
file	file_id_197	196	uploaded	Gene expression data	tsv	text	GeneExp_file_id_197.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_197.txt	study_subject_id_243	459871
file	file_id_198	197	uploaded	Gene expression data	tsv	text	GeneExp_file_id_198.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_198.txt	study_subject_id_244	460069
file	file_id_199	198	uploaded	Gene expression data	tsv	text	GeneExp_file_id_199.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_199.txt	study_subject_id_248	460089
file	file_id_200	199	uploaded	Gene expression data	tsv	text	GeneExp_file_id_200.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_200.txt	study_subject_id_250	459943
file	file_id_201	200	uploaded	Gene expression data	tsv	text	GeneExp_file_id_201.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_201.txt	study_subject_id_251	460137
file	file_id_202	201	uploaded	Gene expression data	tsv	text	GeneExp_file_id_202.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_202.txt	study_subject_id_253	460061
file	file_id_203	202	uploaded	Gene expression data	tsv	text	GeneExp_file_id_203.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_203.txt	study_subject_id_254	460022
file	file_id_204	203	uploaded	Gene expression data	tsv	text	GeneExp_file_id_204.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_204.txt	study_subject_id_255	459811
file	file_id_205	204	uploaded	Gene expression data	tsv	text	GeneExp_file_id_205.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_205.txt	study_subject_id_256	460084
file	file_id_206	205	uploaded	Gene expression data	tsv	text	GeneExp_file_id_206.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_206.txt	study_subject_id_257	460208
file	file_id_207	206	uploaded	Gene expression data	tsv	text	GeneExp_file_id_207.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_207.txt	study_subject_id_258	460113
file	file_id_208	207	uploaded	Gene expression data	tsv	text	GeneExp_file_id_208.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_208.txt	study_subject_id_260	460092
file	file_id_209	208	uploaded	Gene expression data	tsv	text	GeneExp_file_id_209.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_209.txt	study_subject_id_261	460094
file	file_id_210	209	uploaded	Gene expression data	tsv	text	GeneExp_file_id_210.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_210.txt	study_subject_id_263	459942
file	file_id_211	210	uploaded	Gene expression data	tsv	text	GeneExp_file_id_211.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_211.txt	study_subject_id_264	460102
file	file_id_212	211	uploaded	Gene expression data	tsv	text	GeneExp_file_id_212.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_212.txt	study_subject_id_265	460034
file	file_id_213	212	uploaded	Gene expression data	tsv	text	GeneExp_file_id_213.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_213.txt	study_subject_id_266	460095
file	file_id_214	213	uploaded	Gene expression data	tsv	text	GeneExp_file_id_214.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_214.txt	study_subject_id_267	459965
file	file_id_215	214	uploaded	Gene expression data	tsv	text	GeneExp_file_id_215.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_215.txt	study_subject_id_268	460034
file	file_id_216	215	uploaded	Gene expression data	tsv	text	GeneExp_file_id_216.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_216.txt	study_subject_id_269	459877
file	file_id_217	216	uploaded	Gene expression data	tsv	text	GeneExp_file_id_217.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_217.txt	study_subject_id_271	459897
file	file_id_218	217	uploaded	Gene expression data	tsv	text	GeneExp_file_id_218.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_218.txt	study_subject_id_273	459986
file	file_id_219	218	uploaded	Gene expression data	tsv	text	GeneExp_file_id_219.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_219.txt	study_subject_id_275	459838
file	file_id_220	219	uploaded	Gene expression data	tsv	text	GeneExp_file_id_220.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_220.txt	study_subject_id_277	460155
file	file_id_221	220	uploaded	Gene expression data	tsv	text	GeneExp_file_id_221.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_221.txt	study_subject_id_278	459857
file	file_id_222	221	uploaded	Gene expression data	tsv	text	GeneExp_file_id_222.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_222.txt	study_subject_id_279	460026
file	file_id_223	222	uploaded	Gene expression data	tsv	text	GeneExp_file_id_223.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_223.txt	study_subject_id_280	460231
file	file_id_224	223	uploaded	Gene expression data	tsv	text	GeneExp_file_id_224.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_224.txt	study_subject_id_282	460016
file	file_id_225	224	uploaded	Gene expression data	tsv	text	GeneExp_file_id_225.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_225.txt	study_subject_id_283	460025
file	file_id_226	225	uploaded	Gene expression data	tsv	text	GeneExp_file_id_226.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_226.txt	study_subject_id_284	459972
file	file_id_227	226	uploaded	Gene expression data	tsv	text	GeneExp_file_id_227.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_227.txt	study_subject_id_285	460110
file	file_id_228	227	uploaded	Gene expression data	tsv	text	GeneExp_file_id_228.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_228.txt	study_subject_id_286	460096
file	file_id_229	228	uploaded	Gene expression data	tsv	text	GeneExp_file_id_229.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_229.txt	study_subject_id_287	460063
file	file_id_230	229	uploaded	Gene expression data	tsv	text	GeneExp_file_id_230.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_230.txt	study_subject_id_289	460014
file	file_id_231	230	uploaded	Gene expression data	tsv	text	GeneExp_file_id_231.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_231.txt	study_subject_id_292	460099
file	file_id_232	231	uploaded	Gene expression data	tsv	text	GeneExp_file_id_232.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_232.txt	study_subject_id_293	459972
file	file_id_233	232	uploaded	Gene expression data	tsv	text	GeneExp_file_id_233.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_233.txt	study_subject_id_294	459950
file	file_id_234	233	uploaded	Gene expression data	tsv	text	GeneExp_file_id_234.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_234.txt	study_subject_id_295	460049
file	file_id_235	234	uploaded	Gene expression data	tsv	text	GeneExp_file_id_235.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_235.txt	study_subject_id_296	459783
file	file_id_236	235	uploaded	Gene expression data	tsv	text	GeneExp_file_id_236.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_236.txt	study_subject_id_297	459816
file	file_id_237	236	uploaded	Gene expression data	tsv	text	GeneExp_file_id_237.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_237.txt	study_subject_id_298	459917
file	file_id_238	237	uploaded	Gene expression data	tsv	text	GeneExp_file_id_238.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_238.txt	study_subject_id_299	459907
file	file_id_239	238	uploaded	Gene expression data	tsv	text	GeneExp_file_id_239.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_239.txt	study_subject_id_300	459886
file	file_id_240	239	uploaded	Gene expression data	tsv	text	GeneExp_file_id_240.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_240.txt	study_subject_id_301	459918
file	file_id_241	240	uploaded	Gene expression data	tsv	text	GeneExp_file_id_241.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_241.txt	study_subject_id_302	460097
file	file_id_242	241	uploaded	Gene expression data	tsv	text	GeneExp_file_id_242.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_242.txt	study_subject_id_303	459911
file	file_id_243	242	uploaded	Gene expression data	tsv	text	GeneExp_file_id_243.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_243.txt	study_subject_id_304	460006
file	file_id_244	243	uploaded	Gene expression data	tsv	text	GeneExp_file_id_244.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_244.txt	study_subject_id_305	460085
file	file_id_245	244	uploaded	Gene expression data	tsv	text	GeneExp_file_id_245.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_245.txt	study_subject_id_306	460066
file	file_id_246	245	uploaded	Gene expression data	tsv	text	GeneExp_file_id_246.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_246.txt	study_subject_id_307	459930
file	file_id_247	246	uploaded	Gene expression data	tsv	text	GeneExp_file_id_247.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_247.txt	study_subject_id_308	460112
file	file_id_248	247	uploaded	Gene expression data	tsv	text	GeneExp_file_id_248.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_248.txt	study_subject_id_309	459908
file	file_id_249	248	uploaded	Gene expression data	tsv	text	GeneExp_file_id_249.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_249.txt	study_subject_id_310	460027
file	file_id_250	249	uploaded	Gene expression data	tsv	text	GeneExp_file_id_250.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_250.txt	study_subject_id_311	460169
file	file_id_251	250	uploaded	Gene expression data	tsv	text	GeneExp_file_id_251.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_251.txt	study_subject_id_312	459867
file	file_id_252	251	uploaded	Gene expression data	tsv	text	GeneExp_file_id_252.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_252.txt	study_subject_id_313	459994
file	file_id_253	252	uploaded	Gene expression data	tsv	text	GeneExp_file_id_253.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_253.txt	study_subject_id_314	460097
file	file_id_254	253	uploaded	Gene expression data	tsv	text	GeneExp_file_id_254.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_254.txt	study_subject_id_315	459871
file	file_id_255	254	uploaded	Gene expression data	tsv	text	GeneExp_file_id_255.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_255.txt	study_subject_id_316	459978
file	file_id_256	255	uploaded	Gene expression data	tsv	text	GeneExp_file_id_256.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_256.txt	study_subject_id_317	459799
file	file_id_257	256	uploaded	Gene expression data	tsv	text	GeneExp_file_id_257.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_257.txt	study_subject_id_319	460068
file	file_id_258	257	uploaded	Gene expression data	tsv	text	GeneExp_file_id_258.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_258.txt	study_subject_id_321	459921
file	file_id_259	258	uploaded	Gene expression data	tsv	text	GeneExp_file_id_259.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_259.txt	study_subject_id_322	460048
file	file_id_260	259	uploaded	Gene expression data	tsv	text	GeneExp_file_id_260.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_260.txt	study_subject_id_323	459950
file	file_id_261	260	uploaded	Gene expression data	tsv	text	GeneExp_file_id_261.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_261.txt	study_subject_id_324	460014
file	file_id_262	261	uploaded	Gene expression data	tsv	text	GeneExp_file_id_262.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_262.txt	study_subject_id_325	460081
file	file_id_263	262	uploaded	Gene expression data	tsv	text	GeneExp_file_id_263.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_263.txt	study_subject_id_327	460009
file	file_id_264	263	uploaded	Gene expression data	tsv	text	GeneExp_file_id_264.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_264.txt	study_subject_id_328	459874
file	file_id_265	264	uploaded	Gene expression data	tsv	text	GeneExp_file_id_265.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_265.txt	study_subject_id_331	460113
file	file_id_266	265	uploaded	Gene expression data	tsv	text	GeneExp_file_id_266.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_266.txt	study_subject_id_332	459939
file	file_id_267	266	uploaded	Gene expression data	tsv	text	GeneExp_file_id_267.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_267.txt	study_subject_id_334	460091
file	file_id_268	267	uploaded	Gene expression data	tsv	text	GeneExp_file_id_268.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_268.txt	study_subject_id_335	460001
file	file_id_269	268	uploaded	Gene expression data	tsv	text	GeneExp_file_id_269.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_269.txt	study_subject_id_336	460011
file	file_id_270	269	uploaded	Gene expression data	tsv	text	GeneExp_file_id_270.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_270.txt	study_subject_id_337	459975
file	file_id_271	270	uploaded	Gene expression data	tsv	text	GeneExp_file_id_271.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_271.txt	study_subject_id_339	460074
file	file_id_272	271	uploaded	Gene expression data	tsv	text	GeneExp_file_id_272.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_272.txt	study_subject_id_341	459967
file	file_id_273	272	uploaded	Gene expression data	tsv	text	GeneExp_file_id_273.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_273.txt	study_subject_id_342	460066
file	file_id_274	273	uploaded	Gene expression data	tsv	text	GeneExp_file_id_274.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_274.txt	study_subject_id_343	460061
file	file_id_275	274	uploaded	Gene expression data	tsv	text	GeneExp_file_id_275.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_275.txt	study_subject_id_344	460017
file	file_id_276	275	uploaded	Gene expression data	tsv	text	GeneExp_file_id_276.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_276.txt	study_subject_id_345	459991
file	file_id_277	276	uploaded	Gene expression data	tsv	text	GeneExp_file_id_277.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_277.txt	study_subject_id_347	459954
file	file_id_278	277	uploaded	Gene expression data	tsv	text	GeneExp_file_id_278.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_278.txt	study_subject_id_350	460143
file	file_id_279	278	uploaded	Gene expression data	tsv	text	GeneExp_file_id_279.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_279.txt	study_subject_id_352	459824
file	file_id_280	279	uploaded	Gene expression data	tsv	text	GeneExp_file_id_280.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_280.txt	study_subject_id_353	459988
file	file_id_281	280	uploaded	Gene expression data	tsv	text	GeneExp_file_id_281.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_281.txt	study_subject_id_355	459878
file	file_id_282	281	uploaded	Gene expression data	tsv	text	GeneExp_file_id_282.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_282.txt	study_subject_id_356	460046
file	file_id_283	282	uploaded	Gene expression data	tsv	text	GeneExp_file_id_283.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_283.txt	study_subject_id_357	459870
file	file_id_284	283	uploaded	Gene expression data	tsv	text	GeneExp_file_id_284.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_284.txt	study_subject_id_358	460191
file	file_id_285	284	uploaded	Gene expression data	tsv	text	GeneExp_file_id_285.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_285.txt	study_subject_id_360	460047
file	file_id_286	285	uploaded	Gene expression data	tsv	text	GeneExp_file_id_286.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_286.txt	study_subject_id_362	459872
file	file_id_287	286	uploaded	Gene expression data	tsv	text	GeneExp_file_id_287.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_287.txt	study_subject_id_363	459946
file	file_id_288	287	uploaded	Gene expression data	tsv	text	GeneExp_file_id_288.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_288.txt	study_subject_id_365	460027
file	file_id_289	288	uploaded	Gene expression data	tsv	text	GeneExp_file_id_289.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_289.txt	study_subject_id_366	459919
file	file_id_290	289	uploaded	Gene expression data	tsv	text	GeneExp_file_id_290.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_290.txt	study_subject_id_367	460048
file	file_id_291	290	uploaded	Gene expression data	tsv	text	GeneExp_file_id_291.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_291.txt	study_subject_id_368	459971
file	file_id_292	291	uploaded	Gene expression data	tsv	text	GeneExp_file_id_292.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_292.txt	study_subject_id_369	459990
file	file_id_293	292	uploaded	Gene expression data	tsv	text	GeneExp_file_id_293.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_293.txt	study_subject_id_370	459797
file	file_id_294	293	uploaded	Gene expression data	tsv	text	GeneExp_file_id_294.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_294.txt	study_subject_id_372	459954
file	file_id_295	294	uploaded	Gene expression data	tsv	text	GeneExp_file_id_295.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_295.txt	study_subject_id_373	459938
file	file_id_296	295	uploaded	Gene expression data	tsv	text	GeneExp_file_id_296.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_296.txt	study_subject_id_374	460049
file	file_id_297	296	uploaded	Gene expression data	tsv	text	GeneExp_file_id_297.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_297.txt	study_subject_id_375	459888
file	file_id_298	297	uploaded	Gene expression data	tsv	text	GeneExp_file_id_298.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_298.txt	study_subject_id_376	460158
file	file_id_299	298	uploaded	Gene expression data	tsv	text	GeneExp_file_id_299.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_299.txt	study_subject_id_377	459871
file	file_id_300	299	uploaded	Gene expression data	tsv	text	GeneExp_file_id_300.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_300.txt	study_subject_id_378	460058
file	file_id_301	300	uploaded	Gene expression data	tsv	text	GeneExp_file_id_301.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_301.txt	study_subject_id_379	460039
file	file_id_302	301	uploaded	Gene expression data	tsv	text	GeneExp_file_id_302.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_302.txt	study_subject_id_381	460118
file	file_id_303	302	uploaded	Gene expression data	tsv	text	GeneExp_file_id_303.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_303.txt	study_subject_id_382	459848
file	file_id_304	303	uploaded	Gene expression data	tsv	text	GeneExp_file_id_304.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_304.txt	study_subject_id_383	460043
file	file_id_305	304	uploaded	Gene expression data	tsv	text	GeneExp_file_id_305.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_305.txt	study_subject_id_385	460081
file	file_id_306	305	uploaded	Gene expression data	tsv	text	GeneExp_file_id_306.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_306.txt	study_subject_id_386	459977
file	file_id_307	306	uploaded	Gene expression data	tsv	text	GeneExp_file_id_307.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_307.txt	study_subject_id_387	460102
file	file_id_308	307	uploaded	Gene expression data	tsv	text	GeneExp_file_id_308.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_308.txt	study_subject_id_390	460094
file	file_id_309	308	uploaded	Gene expression data	tsv	text	GeneExp_file_id_309.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_309.txt	study_subject_id_391	460120
file	file_id_310	309	uploaded	Gene expression data	tsv	text	GeneExp_file_id_310.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_310.txt	study_subject_id_392	460129
file	file_id_311	310	uploaded	Gene expression data	tsv	text	GeneExp_file_id_311.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_311.txt	study_subject_id_394	459951
file	file_id_312	311	uploaded	Gene expression data	tsv	text	GeneExp_file_id_312.txt	s3://bento-files/OPEN_ACCESS/GeneExp_file_id_312.txt	study_subject_id_395	460125
